_id,state,event,venue,Year,time,food_type,food,budget
00000580,Chhattisgarh,Conference,Indoor,2015,Morning,Vegetarian,,1193248
00000581,Uttarakhand,Housewarming,Outdoor,2019,Afternoon,Vegetarian,,1664872
00000582,Andhra Pradesh,Orientation,Outdoor,2017,Afternoon,Specific,North Indian,1406629
00000583,Gujarat,Engagement,Indoor,2010,Afternoon,Non-vegetarian,,1788520
00000584,Tamil Nadu,First Holy Communion,Both,2019,Evening,Specific,Goan,1611324
00000585,Punjab,Engagement,Both,2010,Afternoon,,,246437
00000586,Bihar,Housewarming,Both,2019,Evening,Non-vegetarian,,1026026
00000587,Kerala,Birthday,Indoor,2019,Morning,,,1059270
00000588,Sikkim,Engagement,Indoor,2012,Morning,Vegetarian,,1662453
00000589,Manipur,Conference,Indoor,2016,Morning,,,1159572
0000058a,Uttar Pradesh,Engagement,Outdoor,2017,Evening,Specific,Goan,1946541
0000058b,Andhra Pradesh,Birthday,Outdoor,2011,Morning,Non-vegetarian,,747092
0000058c,Madhya Pradesh,Housewarming,Outdoor,2019,Afternoon,Vegetarian,,1220685
0000058d,Kerala,Wedding,Outdoor,2010,Evening,Non-vegetarian,,631074
0000058e,Assam,Conference,Outdoor,2019,Afternoon,,,1687110
0000058f,Uttarakhand,Orientation,Indoor,2014,Evening,Vegetarian,,885646
00000590,Chhattisgarh,First Holy Communion,Outdoor,2017,Afternoon,Vegetarian,,954268
00000591,Rajasthan,Engagement,Both,2016,Afternoon,Specific,Goan,303286
00000592,Telangana,First Holy Communion,Indoor,2017,Afternoon,,,1965016
00000593,Uttar Pradesh,Wedding,Indoor,2017,Morning,Specific,South Indian,558941
00000594,Jharkhand,Engagement,Indoor,2011,Evening,Non-vegetarian,,1836694
00000595,Chhattisgarh,First Holy Communion,Both,2013,Evening,,,371916
00000596,Mizoram,First Holy Communion,Outdoor,2011,Afternoon,Specific,North-East Style,1073696
00000597,Chhattisgarh,First Holy Communion,Indoor,2017,Afternoon,Vegetarian,,1717223
00000598,Goa,Birthday,Indoor,2010,Evening,,,784602
00000599,Andhra Pradesh,Wedding,Indoor,2013,Evening,Specific,North Indian,1514166
0000059a,Meghalaya,Orientation,Indoor,2017,Evening,Vegetarian,,1017731
0000059b,Andhra Pradesh,Orientation,Outdoor,2014,Afternoon,,,667880
0000059c,Odisha,Orientation,Both,2019,Evening,Vegetarian,,176944
0000059d,Odisha,Engagement,Indoor,2016,Evening,Non-vegetarian,,758771
0000059e,West Bengal,Housewarming,Indoor,2016,Evening,Vegetarian,,591582
0000059f,Madhya Pradesh,Conference,Indoor,2019,Morning,Non-vegetarian,,471734
000005a0,Karnataka,Baptism,Both,2012,Evening,Specific,Kerala Style,531692
000005a1,Madhya Pradesh,Orientation,Indoor,2018,Morning,,,1910555
000005a2,Madhya Pradesh,Birthday,Indoor,2014,Afternoon,Non-vegetarian,,1387694
000005a3,Telangana,Engagement,Both,2014,Morning,,,1551033
000005a4,Odisha,Wedding,Indoor,2018,Evening,Specific,Kerala Style,424007
000005a5,Jharkhand,First Holy Communion,Indoor,2017,Afternoon,,,712899
000005a6,Nagaland,Baptism,Both,2013,Evening,Vegetarian,,1716477
000005a7,Maharashtra,Conference,Both,2010,Morning,Non-vegetarian,,1669254
000005a8,Himachal Pradesh,Baptism,Both,2011,Evening,Non-vegetarian,,639935
000005a9,Karnataka,Birthday,Indoor,2019,Evening,Vegetarian,,1685911
000005aa,Telangana,Engagement,Both,2014,Afternoon,Vegetarian,,676210
000005ab,Nagaland,Baptism,Both,2014,Evening,Non-vegetarian,,645363
000005ac,Odisha,First Holy Communion,Outdoor,2018,Evening,,,1990224
000005ad,Bihar,Conference,Outdoor,2011,Evening,Specific,North-East Style,489879
000005ae,Maharashtra,First Holy Communion,Indoor,2017,Afternoon,,,1473987
000005af,Karnataka,Orientation,Both,2017,Morning,Specific,North Indian,1365066
000005b0,Jharkhand,Baptism,Indoor,2014,Afternoon,Non-vegetarian,,1800466
000005b1,Telangana,Wedding,Both,2011,Morning,Specific,Goan,76862
000005b2,Haryana,Engagement,Indoor,2015,Evening,Specific,Goan,1668840
000005b3,Punjab,Birthday,Outdoor,2012,Morning,Specific,North-East Style,1503476
000005b4,Sikkim,First Holy Communion,Indoor,2016,Morning,Specific,South Indian,1131502
000005b5,Meghalaya,Baptism,Both,2015,Morning,Vegetarian,,1030885
000005b6,Uttarakhand,Conference,Indoor,2014,Evening,Non-vegetarian,,1463046
000005b7,Madhya Pradesh,Wedding,Indoor,2014,Afternoon,Non-vegetarian,,1320128
000005b8,Rajasthan,Conference,Both,2019,Morning,Vegetarian,,1189080
000005b9,Assam,Wedding,Outdoor,2014,Morning,Vegetarian,,1446122
000005ba,Assam,Conference,Both,2010,Evening,Non-vegetarian,,854163
000005bb,Gujarat,Birthday,Outdoor,2015,Morning,Vegetarian,,1085470
000005bc,Sikkim,Baptism,Outdoor,2013,Morning,Vegetarian,,1152762
000005bd,Gujarat,Birthday,Outdoor,2014,Evening,Specific,North-East Style,717699
000005be,Kerala,Engagement,Both,2012,Morning,,,1303790
000005bf,Kerala,Birthday,Outdoor,2012,Evening,Non-vegetarian,,1275459
000005c0,Rajasthan,Housewarming,Indoor,2014,Afternoon,,,1262401
000005c1,Telangana,Wedding,Outdoor,2014,Morning,Non-vegetarian,,1204056
000005c2,Arunachal Pradesh,First Holy Communion,Outdoor,2019,Afternoon,,,281388
000005c3,Madhya Pradesh,Engagement,Both,2018,Evening,Non-vegetarian,,922883
000005c4,Chhattisgarh,Engagement,Indoor,2016,Afternoon,Specific,Kerala Style,1253577
000005c5,Tripura,Housewarming,Both,2016,Morning,,,942592
000005c6,Madhya Pradesh,Wedding,Outdoor,2016,Morning,,,1094139
000005c7,Tamil Nadu,Conference,Indoor,2015,Afternoon,Specific,Goan,1788583
000005c8,Himachal Pradesh,Orientation,Outdoor,2013,Evening,Non-vegetarian,,925111
000005c9,Sikkim,Conference,Both,2014,Afternoon,,,395521
000005ca,Madhya Pradesh,Housewarming,Outdoor,2018,Afternoon,Vegetarian,,1681180
000005cb,Maharashtra,First Holy Communion,Both,2018,Afternoon,,,520403
000005cc,Punjab,Wedding,Outdoor,2015,Afternoon,,,1234084
000005cd,Bihar,Conference,Outdoor,2017,Afternoon,Vegetarian,,828233
000005ce,Gujarat,Wedding,Indoor,2012,Evening,,,80584
000005cf,Haryana,Orientation,Both,2015,Evening,Specific,North-East Style,1846039
000005d0,Uttarakhand,Birthday,Both,2015,Afternoon,Vegetarian,,891925
000005d1,Mizoram,Baptism,Both,2016,Evening,Non-vegetarian,,769992
000005d2,Kerala,Orientation,Both,2015,Morning,,,1205323
000005d3,Gujarat,Conference,Outdoor,2014,Evening,,,1475564
000005d4,Andhra Pradesh,Housewarming,Indoor,2019,Morning,,,812013
000005d5,Mizoram,Birthday,Both,2018,Afternoon,Non-vegetarian,,840224
000005d6,Nagaland,Birthday,Indoor,2019,Afternoon,,,82404
000005d7,Gujarat,Conference,Indoor,2012,Afternoon,Specific,South Indian,902555
000005d8,Assam,Orientation,Indoor,2011,Afternoon,,,983742
000005d9,Haryana,Engagement,Both,2015,Morning,Non-vegetarian,,1753409
000005da,Assam,Conference,Outdoor,2010,Afternoon,Non-vegetarian,,786875
000005db,Himachal Pradesh,Conference,Both,2016,Afternoon,Non-vegetarian,,1725457
000005dc,Meghalaya,First Holy Communion,Outdoor,2013,Morning,,,1924171
000005dd,Arunachal Pradesh,Wedding,Outdoor,2019,Afternoon,Non-vegetarian,,675446
000005de,Tripura,Conference,Outdoor,2017,Afternoon,Vegetarian,,826370
000005df,Andhra Pradesh,Orientation,Both,2018,Morning,Vegetarian,,73514
000005e0,Haryana,Housewarming,Both,2014,Afternoon,Vegetarian,,1297563
000005e1,Uttarakhand,Engagement,Both,2011,Evening,,,153639
000005e2,Tamil Nadu,Conference,Both,2013,Afternoon,,,1780175
000005e3,Mizoram,Conference,Indoor,2014,Afternoon,Non-vegetarian,,1171870
000005e4,Haryana,Housewarming,Both,2015,Afternoon,,,553059
000005e5,Mizoram,Engagement,Indoor,2012,Afternoon,Vegetarian,,266603
000005e6,Andhra Pradesh,First Holy Communion,Indoor,2018,Afternoon,Vegetarian,,292414
000005e7,West Bengal,Wedding,Both,2011,Evening,Vegetarian,,1125399
000005e8,Uttar Pradesh,Birthday,Outdoor,2017,Afternoon,,,1878714
000005e9,Goa,Conference,Both,2018,Morning,Vegetarian,,1925287
000005ea,Karnataka,Birthday,Indoor,2018,Morning,Vegetarian,,1425881
000005eb,Jharkhand,Housewarming,Outdoor,2017,Morning,Specific,South Indian,1811705
000005ec,Himachal Pradesh,Birthday,Indoor,2015,Afternoon,Non-vegetarian,,1116458
000005ed,Chhattisgarh,Engagement,Indoor,2018,Morning,,,1420375
000005ee,Bihar,Birthday,Indoor,2019,Evening,Non-vegetarian,,450654
000005ef,Meghalaya,Engagement,Indoor,2011,Evening,Vegetarian,,1017562
000005f0,Meghalaya,Baptism,Indoor,2014,Morning,Vegetarian,,707739
000005f1,Himachal Pradesh,Baptism,Outdoor,2016,Evening,Vegetarian,,1480766
000005f2,Karnataka,First Holy Communion,Both,2013,Morning,Non-vegetarian,,311072
000005f3,Tamil Nadu,Conference,Indoor,2012,Morning,Vegetarian,,597757
000005f4,Sikkim,Conference,Outdoor,2010,Afternoon,Specific,North-East Style,127860
000005f5,Uttar Pradesh,Birthday,Outdoor,2011,Evening,Specific,Goan,1523661
000005f6,Tripura,Conference,Indoor,2015,Evening,Vegetarian,,1436761
000005f7,Karnataka,First Holy Communion,Outdoor,2018,Afternoon,Vegetarian,,776806
000005f8,Rajasthan,Conference,Both,2012,Evening,Non-vegetarian,,1752573
000005f9,Mizoram,Wedding,Both,2013,Evening,Non-vegetarian,,1109329
000005fa,Assam,Conference,Both,2015,Morning,,,427410
000005fb,Tamil Nadu,Birthday,Indoor,2010,Morning,Specific,North Indian,1419949
000005fc,Haryana,First Holy Communion,Indoor,2013,Afternoon,Non-vegetarian,,127505
000005fd,Andhra Pradesh,Wedding,Outdoor,2016,Afternoon,Vegetarian,,1109746
000005fe,Uttar Pradesh,Conference,Outdoor,2016,Evening,Non-vegetarian,,166655
000005ff,Telangana,Birthday,Both,2010,Afternoon,Non-vegetarian,,1172496
00000600,Uttarakhand,First Holy Communion,Both,2019,Morning,Non-vegetarian,,1698821
00000601,Arunachal Pradesh,Orientation,Indoor,2011,Evening,Specific,North-East Style,1519377
00000602,Tripura,Housewarming,Both,2014,Evening,Vegetarian,,1760075
00000603,Rajasthan,First Holy Communion,Indoor,2014,Evening,Vegetarian,,1708876
00000604,Arunachal Pradesh,Conference,Indoor,2019,Afternoon,,,359941
00000605,Punjab,Birthday,Outdoor,2018,Evening,,,129503
00000606,Odisha,Baptism,Outdoor,2017,Evening,,,551185
00000607,Tripura,First Holy Communion,Both,2011,Evening,Non-vegetarian,,1871929
00000608,Tamil Nadu,Baptism,Both,2012,Morning,Vegetarian,,558828
00000609,Goa,Birthday,Outdoor,2011,Afternoon,Non-vegetarian,,1951235
0000060a,Himachal Pradesh,Conference,Both,2010,Afternoon,Vegetarian,,1156830
0000060b,Tripura,Engagement,Indoor,2017,Afternoon,,,654319
0000060c,Meghalaya,Baptism,Both,2019,Morning,Non-vegetarian,,527034
0000060d,Sikkim,Engagement,Both,2014,Afternoon,Specific,North-East Style,755070
0000060e,Rajasthan,Orientation,Both,2014,Evening,Non-vegetarian,,1521739
0000060f,Karnataka,Orientation,Indoor,2010,Evening,,,1354510
00000610,Rajasthan,Baptism,Outdoor,2019,Afternoon,Non-vegetarian,,643273
00000611,Gujarat,Baptism,Indoor,2017,Evening,Non-vegetarian,,904881
00000612,Madhya Pradesh,Housewarming,Both,2010,Afternoon,,,573583
00000613,Gujarat,Orientation,Both,2016,Morning,Vegetarian,,1293003
00000614,Tripura,Birthday,Outdoor,2019,Afternoon,Non-vegetarian,,1059147
00000615,Punjab,Orientation,Outdoor,2018,Afternoon,,,628795
00000616,Manipur,Baptism,Outdoor,2018,Afternoon,,,1540832
00000617,Goa,Engagement,Indoor,2016,Morning,Specific,Goan,1454806
00000618,Andhra Pradesh,Housewarming,Both,2013,Evening,Non-vegetarian,,1688420
00000619,Haryana,Conference,Indoor,2017,Morning,Vegetarian,,148720
0000061a,Mizoram,Engagement,Outdoor,2011,Evening,Specific,North Indian,406074
0000061b,Telangana,Engagement,Both,2011,Evening,,,394813
0000061c,Goa,Baptism,Outdoor,2014,Evening,,,584075
0000061d,Mizoram,Baptism,Indoor,2012,Evening,Non-vegetarian,,707701
0000061e,Jharkhand,First Holy Communion,Outdoor,2018,Morning,Vegetarian,,408265
0000061f,Himachal Pradesh,Wedding,Both,2010,Afternoon,Non-vegetarian,,1659177
00000620,Uttarakhand,Conference,Both,2017,Morning,Non-vegetarian,,328626
00000621,Punjab,Wedding,Outdoor,2010,Evening,,,209890
00000622,Tamil Nadu,First Holy Communion,Outdoor,2012,Evening,Specific,North Indian,1913529
00000623,Uttarakhand,Engagement,Outdoor,2017,Evening,Non-vegetarian,,1317603
00000624,Bihar,First Holy Communion,Outdoor,2019,Evening,Vegetarian,,1613247
00000625,Rajasthan,Engagement,Both,2012,Morning,Vegetarian,,1787262
00000626,Jharkhand,Engagement,Both,2019,Evening,Non-vegetarian,,656963
00000627,Uttarakhand,Wedding,Indoor,2013,Morning,Non-vegetarian,,259068
00000628,Himachal Pradesh,Wedding,Outdoor,2011,Morning,Vegetarian,,1768349
00000629,Arunachal Pradesh,Housewarming,Indoor,2011,Evening,Specific,South Indian,405634
0000062a,Telangana,Birthday,Outdoor,2012,Morning,Vegetarian,,1036080
0000062b,Kerala,First Holy Communion,Both,2015,Morning,Vegetarian,,1915066
0000062c,Tripura,Wedding,Outdoor,2014,Morning,,,506702
0000062d,Karnataka,Birthday,Outdoor,2014,Afternoon,,,1416858
0000062e,Maharashtra,Engagement,Both,2019,Morning,,,1132213
0000062f,Tripura,Housewarming,Indoor,2017,Afternoon,,,1776847
00000630,Gujarat,First Holy Communion,Outdoor,2019,Afternoon,,,1336351
00000631,Manipur,Orientation,Outdoor,2010,Afternoon,Specific,Kerala Style,730604
00000632,Meghalaya,Engagement,Outdoor,2014,Evening,Non-vegetarian,,290337
00000633,Jharkhand,Housewarming,Both,2017,Morning,Specific,Kerala Style,1004932
00000634,Uttarakhand,Orientation,Both,2015,Evening,Specific,South Indian,318839
00000635,Jharkhand,First Holy Communion,Both,2012,Morning,Vegetarian,,1089934
00000636,Uttar Pradesh,Engagement,Both,2018,Morning,,,101312
00000637,Uttar Pradesh,Birthday,Indoor,2017,Morning,,,1488007
00000638,Sikkim,Engagement,Both,2016,Afternoon,Non-vegetarian,,1362501
00000639,Uttarakhand,First Holy Communion,Outdoor,2010,Morning,,,269170
0000063a,Jharkhand,Baptism,Outdoor,2013,Afternoon,Vegetarian,,647179
0000063b,Gujarat,Conference,Outdoor,2015,Afternoon,,,990473
0000063c,Haryana,Baptism,Outdoor,2016,Morning,,,1770137
0000063d,Himachal Pradesh,First Holy Communion,Outdoor,2011,Morning,Specific,Goan,1766747
0000063e,Manipur,Conference,Outdoor,2019,Afternoon,Specific,Goan,501921
0000063f,Bihar,Wedding,Indoor,2010,Evening,Vegetarian,,420991
00000640,Chhattisgarh,Wedding,Outdoor,2017,Morning,Vegetarian,,897600
00000641,Karnataka,Baptism,Both,2018,Afternoon,Specific,North Indian,1232248
00000642,Sikkim,Birthday,Outdoor,2016,Afternoon,Vegetarian,,1396961
00000643,Sikkim,Baptism,Both,2019,Morning,Non-vegetarian,,1905348
00000644,Mizoram,Conference,Indoor,2014,Afternoon,Vegetarian,,1521258
00000645,Andhra Pradesh,Birthday,Both,2010,Evening,,,749319
00000646,Telangana,Conference,Outdoor,2019,Evening,Specific,North Indian,706050
00000647,Arunachal Pradesh,Wedding,Indoor,2019,Evening,Vegetarian,,1258288
00000648,Madhya Pradesh,Conference,Both,2012,Evening,Specific,Goan,1103411
00000649,Odisha,Birthday,Both,2019,Morning,Specific,Goan,476890
0000064a,Himachal Pradesh,Orientation,Indoor,2016,Evening,Non-vegetarian,,819777
0000064b,Meghalaya,Orientation,Outdoor,2011,Morning,Non-vegetarian,,1583917
0000064c,Uttarakhand,Conference,Both,2014,Afternoon,Non-vegetarian,,1224638
0000064d,Kerala,Wedding,Outdoor,2011,Morning,Non-vegetarian,,262210
0000064e,Assam,Housewarming,Both,2013,Morning,,,940374
0000064f,Uttar Pradesh,Birthday,Outdoor,2019,Evening,Non-vegetarian,,1901835
00000650,Assam,First Holy Communion,Outdoor,2019,Evening,Non-vegetarian,,805577
00000651,Punjab,Orientation,Indoor,2017,Evening,Non-vegetarian,,974212
00000652,Karnataka,First Holy Communion,Outdoor,2019,Afternoon,Non-vegetarian,,464516
00000653,Assam,Housewarming,Indoor,2013,Afternoon,Non-vegetarian,,715175
00000654,Madhya Pradesh,Birthday,Indoor,2019,Evening,Non-vegetarian,,884607
00000655,Uttarakhand,Birthday,Both,2012,Afternoon,Specific,North-East Style,1963597
00000656,Andhra Pradesh,Conference,Both,2017,Afternoon,Non-vegetarian,,884211
00000657,Assam,First Holy Communion,Both,2019,Evening,,,969889
00000658,Uttar Pradesh,First Holy Communion,Indoor,2012,Morning,Vegetarian,,1227192
00000659,Assam,First Holy Communion,Indoor,2011,Evening,Non-vegetarian,,1481129
0000065a,Telangana,Orientation,Indoor,2015,Evening,,,254117
0000065b,Maharashtra,First Holy Communion,Both,2019,Evening,Non-vegetarian,,695549
0000065c,Assam,First Holy Communion,Outdoor,2017,Afternoon,Vegetarian,,1931967
0000065d,Manipur,Wedding,Indoor,2019,Morning,Non-vegetarian,,1106800
0000065e,Haryana,Engagement,Both,2010,Evening,Specific,North Indian,1533575
0000065f,Andhra Pradesh,Conference,Indoor,2016,Evening,Specific,South Indian,1762939
00000660,Odisha,Housewarming,Outdoor,2014,Morning,Non-vegetarian,,995880
00000661,Himachal Pradesh,Conference,Both,2016,Morning,Non-vegetarian,,658477
00000662,Meghalaya,Orientation,Both,2018,Afternoon,Specific,Goan,544195
00000663,Chhattisgarh,Orientation,Outdoor,2012,Afternoon,Specific,Goan,1062852
00000664,Mizoram,Orientation,Indoor,2016,Evening,Specific,Goan,1643417
00000665,Jharkhand,Conference,Both,2012,Afternoon,Specific,South Indian,725503
00000666,Rajasthan,Birthday,Outdoor,2017,Evening,Non-vegetarian,,907689
00000667,Odisha,Baptism,Indoor,2014,Afternoon,Specific,North Indian,909005
00000668,Tamil Nadu,First Holy Communion,Indoor,2013,Afternoon,Non-vegetarian,,1059729
00000669,Telangana,Birthday,Outdoor,2011,Morning,Specific,North Indian,744804
0000066a,Chhattisgarh,First Holy Communion,Indoor,2012,Evening,Specific,North-East Style,754205
0000066b,Sikkim,Baptism,Outdoor,2011,Afternoon,Vegetarian,,1122483
0000066c,West Bengal,Baptism,Indoor,2011,Evening,,,526262
0000066d,Manipur,Conference,Both,2016,Afternoon,Specific,South Indian,137715
0000066e,Tamil Nadu,Housewarming,Outdoor,2016,Morning,,,760256
0000066f,Gujarat,Baptism,Indoor,2012,Afternoon,,,1627011
00000670,Mizoram,Wedding,Both,2019,Evening,Vegetarian,,849266
00000671,Tamil Nadu,Conference,Indoor,2011,Afternoon,,,778467
00000672,Chhattisgarh,Orientation,Outdoor,2012,Evening,Vegetarian,,711753
00000673,Manipur,Orientation,Indoor,2012,Afternoon,,,537590
00000674,Chhattisgarh,Orientation,Outdoor,2012,Evening,,,397606
00000675,Andhra Pradesh,Baptism,Outdoor,2012,Afternoon,,,1666858
00000676,Arunachal Pradesh,Housewarming,Indoor,2016,Afternoon,Non-vegetarian,,803942
00000677,Andhra Pradesh,Housewarming,Outdoor,2015,Evening,Non-vegetarian,,972958
00000678,Tripura,Conference,Both,2018,Morning,Specific,North-East Style,889763
00000679,Haryana,Baptism,Outdoor,2011,Evening,Specific,Goan,529557
0000067a,Punjab,Wedding,Both,2012,Afternoon,Specific,North Indian,127441
0000067b,Meghalaya,Orientation,Indoor,2017,Morning,Vegetarian,,1423525
0000067c,Karnataka,Engagement,Both,2012,Morning,,,594279
0000067d,Meghalaya,Engagement,Outdoor,2014,Afternoon,,,84998
0000067e,Uttar Pradesh,Engagement,Outdoor,2012,Evening,,,792624
0000067f,Goa,Conference,Indoor,2015,Morning,Vegetarian,,627832
00000680,Meghalaya,First Holy Communion,Both,2016,Morning,Specific,South Indian,1955413
00000681,Karnataka,Engagement,Both,2017,Morning,Non-vegetarian,,1088697
00000682,Bihar,Birthday,Both,2010,Evening,Non-vegetarian,,183434
00000683,Jharkhand,Orientation,Both,2016,Morning,,,868715
00000684,West Bengal,Engagement,Both,2016,Evening,Vegetarian,,74246
00000685,Rajasthan,Wedding,Indoor,2013,Evening,Vegetarian,,231266
00000686,Bihar,Orientation,Indoor,2019,Morning,Vegetarian,,1949741
00000687,Manipur,Birthday,Outdoor,2015,Evening,Specific,South Indian,1888899
00000688,Uttarakhand,First Holy Communion,Both,2019,Afternoon,,,1031865
00000689,Kerala,Engagement,Both,2017,Evening,Vegetarian,,1143365
0000068a,Mizoram,Conference,Both,2017,Afternoon,Non-vegetarian,,169629
0000068b,Himachal Pradesh,Birthday,Both,2017,Morning,Vegetarian,,180245
0000068c,Punjab,Orientation,Outdoor,2013,Afternoon,Non-vegetarian,,610347
0000068d,Mizoram,Baptism,Both,2013,Afternoon,Non-vegetarian,,1856344
0000068e,West Bengal,Housewarming,Indoor,2011,Afternoon,,,1193079
0000068f,Bihar,Birthday,Outdoor,2010,Morning,Specific,North Indian,892581
00000690,Assam,Conference,Both,2017,Morning,Specific,Kerala Style,643654
00000691,Odisha,Engagement,Indoor,2010,Afternoon,Vegetarian,,937117
00000692,Manipur,Orientation,Both,2013,Evening,Specific,Kerala Style,1728774
00000693,Uttarakhand,Wedding,Indoor,2015,Morning,Specific,Kerala Style,185061
00000694,Odisha,Birthday,Outdoor,2016,Evening,Non-vegetarian,,1645318
00000695,Rajasthan,Wedding,Both,2013,Morning,Specific,South Indian,1717568
00000696,Sikkim,Housewarming,Outdoor,2015,Evening,Non-vegetarian,,978116
00000697,Arunachal Pradesh,Conference,Outdoor,2019,Evening,Vegetarian,,1438705
00000698,Kerala,Conference,Both,2017,Afternoon,Vegetarian,,1995047
00000699,Jharkhand,Orientation,Outdoor,2016,Afternoon,,,1763574
0000069a,Karnataka,Wedding,Indoor,2018,Evening,,,1644667
0000069b,Himachal Pradesh,Baptism,Both,2012,Afternoon,Specific,North Indian,498272
0000069c,Manipur,Engagement,Indoor,2010,Evening,Specific,North-East Style,1363457
0000069d,Gujarat,Birthday,Both,2011,Evening,Non-vegetarian,,873881
0000069e,Chhattisgarh,Baptism,Both,2016,Afternoon,,,135345
0000069f,Tripura,Baptism,Both,2014,Evening,Non-vegetarian,,433847
000006a0,Uttar Pradesh,Wedding,Both,2018,Afternoon,,,634127
000006a1,Himachal Pradesh,Housewarming,Outdoor,2019,Evening,,,793218
000006a2,Odisha,First Holy Communion,Outdoor,2015,Afternoon,Vegetarian,,1876675
000006a3,Bihar,Conference,Indoor,2018,Afternoon,Non-vegetarian,,842484
000006a4,Haryana,First Holy Communion,Outdoor,2011,Evening,,,1870616
000006a5,Goa,Housewarming,Outdoor,2016,Evening,,,1418945
000006a6,Andhra Pradesh,Birthday,Both,2017,Afternoon,Non-vegetarian,,777743
000006a7,Haryana,Wedding,Both,2018,Afternoon,Non-vegetarian,,1389544
000006a8,Bihar,Housewarming,Outdoor,2012,Evening,Non-vegetarian,,512549
000006a9,Uttar Pradesh,Conference,Both,2011,Afternoon,Non-vegetarian,,722877
000006aa,Uttarakhand,Engagement,Indoor,2011,Evening,Non-vegetarian,,1388123
000006ab,Haryana,Conference,Outdoor,2010,Morning,Non-vegetarian,,490157
000006ac,West Bengal,Engagement,Both,2017,Afternoon,,,688700
000006ad,Goa,Conference,Outdoor,2015,Evening,Vegetarian,,1007874
000006ae,Goa,Orientation,Both,2012,Evening,Specific,South Indian,1239551
000006af,Gujarat,Housewarming,Both,2012,Evening,,,1687091
000006b0,Punjab,First Holy Communion,Both,2017,Evening,Specific,Goan,1685128
000006b1,Telangana,Baptism,Outdoor,2019,Afternoon,,,147030
000006b2,West Bengal,Baptism,Indoor,2013,Morning,Specific,Goan,1369143
000006b3,Goa,Wedding,Both,2012,Morning,Non-vegetarian,,247983
000006b4,West Bengal,Birthday,Indoor,2014,Evening,Non-vegetarian,,276545
000006b5,West Bengal,Engagement,Both,2012,Morning,Non-vegetarian,,1563807
000006b6,Gujarat,Birthday,Outdoor,2010,Evening,,,1703360
000006b7,Assam,Wedding,Both,2010,Afternoon,,,1235445
000006b8,Chhattisgarh,Orientation,Outdoor,2018,Evening,,,312203
000006b9,Tamil Nadu,Baptism,Outdoor,2011,Afternoon,,,1410313
000006ba,Tamil Nadu,Wedding,Indoor,2019,Morning,Non-vegetarian,,325256
000006bb,Jharkhand,Baptism,Both,2014,Morning,Non-vegetarian,,576725
000006bc,Himachal Pradesh,Engagement,Both,2010,Afternoon,Non-vegetarian,,1457152
000006bd,Uttar Pradesh,Conference,Both,2014,Morning,Vegetarian,,1714294
000006be,Tripura,Conference,Indoor,2017,Morning,Specific,Goan,1725765
000006bf,Uttarakhand,Baptism,Indoor,2010,Morning,,,1897081
000006c0,Tamil Nadu,Housewarming,Indoor,2016,Evening,Specific,South Indian,481252
000006c1,Gujarat,Orientation,Outdoor,2019,Evening,Vegetarian,,450055
000006c2,Uttarakhand,Wedding,Both,2011,Afternoon,Specific,Kerala Style,289441
000006c3,Arunachal Pradesh,Baptism,Both,2014,Evening,Vegetarian,,212821
000006c4,Karnataka,Conference,Both,2019,Evening,Non-vegetarian,,722415
000006c5,Bihar,Wedding,Both,2010,Morning,,,1325206
000006c6,Rajasthan,Engagement,Indoor,2012,Afternoon,Specific,North Indian,1319215
000006c7,Maharashtra,Wedding,Both,2011,Morning,Non-vegetarian,,1450547
000006c8,Maharashtra,Baptism,Both,2016,Morning,,,624837
000006c9,Himachal Pradesh,Wedding,Outdoor,2013,Afternoon,,,1030189
000006ca,Haryana,Wedding,Both,2019,Morning,Non-vegetarian,,230248
000006cb,Tripura,Wedding,Both,2017,Evening,,,1870512
000006cc,Andhra Pradesh,Wedding,Both,2013,Afternoon,Vegetarian,,1619270
000006cd,Chhattisgarh,First Holy Communion,Indoor,2010,Morning,Vegetarian,,1726634
000006ce,Bihar,Orientation,Outdoor,2018,Afternoon,Vegetarian,,485330
000006cf,Rajasthan,Wedding,Outdoor,2016,Evening,Specific,Goan,1451725
000006d0,Arunachal Pradesh,Birthday,Outdoor,2015,Morning,Specific,South Indian,1341905
000006d1,Manipur,Orientation,Indoor,2014,Evening,Specific,North-East Style,999747
000006d2,Kerala,Baptism,Outdoor,2014,Afternoon,Specific,North Indian,933680
000006d3,Punjab,Baptism,Outdoor,2013,Morning,Non-vegetarian,,1363956
000006d4,Nagaland,Orientation,Both,2019,Morning,Vegetarian,,56728
000006d5,Haryana,First Holy Communion,Indoor,2017,Afternoon,Non-vegetarian,,1060669
000006d6,West Bengal,First Holy Communion,Outdoor,2018,Afternoon,Non-vegetarian,,1430276
000006d7,Maharashtra,First Holy Communion,Both,2016,Afternoon,Vegetarian,,117286
000006d8,Tripura,Engagement,Outdoor,2018,Morning,Specific,Kerala Style,1151309
000006d9,Uttarakhand,Conference,Both,2019,Morning,Non-vegetarian,,1375027
000006da,Odisha,Orientation,Both,2019,Morning,Specific,North Indian,962225
000006db,Uttarakhand,Wedding,Outdoor,2011,Morning,Vegetarian,,517635
000006dc,Arunachal Pradesh,First Holy Communion,Outdoor,2018,Afternoon,,,507189
000006dd,Sikkim,Housewarming,Indoor,2010,Morning,Vegetarian,,1167364
